,工作标题,工作链接,工作地点,薪资,年限,学历,公司名,公司链接,公司行业,融资情况,人数,标签,福利
184,数据挖掘,/job_detail/f920e3f020ed026d0HN92tq0GFo~.html,武汉·洪山区·徐东大街,15-20K,3-5年,本科,富有,/gongsi/a7ac78f7175073131nV73Ny4Eg~~.html,互联网,不需要融资,20-99人,"['数据挖掘', '数据分析', '网络爬虫技术', '数据仓库', '数据库开发']",员工旅游，节日福利，带薪年假，加班补助，定期体检，零食下午茶，全勤奖
185,数据产品经理,/job_detail/1e719846be3c3eb01nJz0t60FlNW.html,武汉·洪山区·南湖,4-6K,1-3年,本科,武汉简讯,/gongsi/0c543839d2dd61201nB92926EVI~.html,互联网,未融资,0-20人,"['数据分析', '大数据产品', 'B端产品', '需求分析']",员工旅游，加班工作餐
186,产品经理（数据方向）,/job_detail/07ec3625671d8dd61n1-3925E1NX.html,武汉·汉阳区·七里庙,15-22K,3-5年,本科,汉阳市政,/gongsi/b073e24fb19afc871nVz2ti-GFc~.html,工程施工,不需要融资,1000-9999人,"['产品设计', '需求分析', '数据分析', '产品规划', '项目管理', '数据产品']",包吃，节日福利，加班补助，年终奖，零食下午茶，定期体检，带薪年假，五险一金
187,数据挖掘工程师,/job_detail/cae477525f6bc3a53nZz0t-4FlM~.html,武汉·洪山区·关山,12-18K,3-5年,本科,武汉游戏群,/gongsi/67e330425c8adeab1n1_3tq5.html,游戏,未融资,500-999人,"['数据挖掘', '数据分析', 'Python', 'SQL', '游戏', '数据治理']",节日福利，加班补助，餐补，通讯补贴，年终奖，交通补助，员工旅游，股票期权，全勤奖，零食下午茶，带薪年假，补充医疗保险，五险一金
188,数据运营,/job_detail/7f2aa55405dfe74c1XB93dq-E1c~.html,武汉·江汉区·江汉路,3-6K,1年以内,本科,透明生活,/gongsi/0b17bc507f447a981ndy3t2-Eg~~.html,互联网,A轮,20-99人,"['数据分析', '数据处理', '数据提取']",节日福利，五险一金，带薪年假，年终奖，加班补助，零食下午茶，定期体检
189,Python金融数据工程师,/job_detail/d32a460a6385a7833nF-2d28E1o~.html,武汉·江夏区·光谷东,6-11K·13薪,1-3年,本科,芯云道,/gongsi/4a029edc9dd9b9921nNz3NS_EA~~.html,计算机服务,未融资,20-99人,"['Redis', 'NoSQL', 'MongoDB', '数据分析', 'python']",年终奖，节日福利，股票期权，餐补，零食下午茶
190,地图数据产品经理,/job_detail/d110ea8746fd617a1XR-0t66FFRQ.html,武汉·江夏区·金融港,15-25K·15薪,3-5年,本科,丰图科技,/gongsi/bac40d4bd63253201nZ72tq1EFM~.html,互联网,A轮,1000-9999人,['数据分析'],餐补，带薪年假，节日福利，五险一金，补充医疗保险，通讯补贴，定期体检，年终奖
191,数据架构师,/job_detail/a8ee1ded1c1ef5dc1XZ73t28EVZR.html,武汉·汉阳区·沌口,15-25K,10年以上,本科,武汉集远,/gongsi/d676673c5bf55db41nd42d-9FFY~.html,通信/网络设备,不需要融资,20-99人,"['数据分析', '数据挖掘', '数据仓库']",五险一金
192,舆情分析师,/job_detail/36820c17bbfe7e5e0XJ93tW4GVQ~.html,武汉·洪山区·南湖,4-6K,1-3年,本科,清博智能,/gongsi/b4b6d75dc556ae3c1nB509m6EFs~.html,计算机软件,B轮,500-999人,"['分析', '互联网', '数据']",节日福利，交通补助，五险一金，带薪年假，股票期权，弹性工作，定期体检
193,产品经理（数据）,/job_detail/44148b3f3f561c8e1XZ73N-6EFBT.html,武汉·江夏区·藏龙岛,15-20K·13薪,3-5年,本科,丽迅科技,/gongsi/15da07d48a69bfb61n1y3Ny1E1Q~.html,互联网,不需要融资,100-499人,"['大数据产品', '数据分析', 'Visio', 'SQL', '数据产品']",五险一金，节日福利，生日福利，团建聚餐，免费工装，零食下午茶，定期体检，带薪年假，年终奖
194,大数据架构师,/job_detail/6e023360cb5e69010nB_0t-9GFA~.html,武汉·洪山区·徐东大街,20-30K,5-10年,本科,湖北中巽泰,/gongsi/32cbed74737ac4ab1XZ709W-Eg~~.html,计算机软件,未融资,20-99人,"['分布式框架', '大数据', '架构师', 'Java', '数据挖掘', '数据分析', '数据库开发', '人工智能']",全勤奖，补充医疗保险，通讯补贴，带薪年假，年终奖，股票期权，五险一金，定期体检，交通补助，节日福利
195,数据产品经理-银行,/job_detail/07310907eac5caa31nx82Ny7EVpS.html,武汉·江汉区·西北湖,15-30K·14薪,3-5年,本科,铭才咨询,/gongsi/474ea76e7ae5213b1nJ529y-F1U~.html,人力资源服务,,0-20人,"['SQL', '平台产品', '产品设计', '数据分析']",
196,大数据开发工程师,/job_detail/37951282a18062280HN42tm5FFc~.html,武汉·洪山区·光谷,11-12K,3-5年,本科,长城战略咨询,/gongsi/5e709b0df4c05ae91XNy3tS_EA~~.html,咨询,不需要融资,500-999人,"['数据仓库', '数据挖掘', '数据分析', '大数据']",五险一金，定期体检，节日福利，年终奖，带薪年假，地区补贴，餐补，零食下午茶，人才津贴
197,高级大数据产品经理,/job_detail/60f86a12bf7dd30c1XV429q1GVpQ.html,武汉·洪山区·光谷,15-25K·13薪,5-10年,本科,动游科技,/gongsi/66abb3f76fa708b11XN_0tm-EQ~~.html,游戏,不需要融资,100-499人,"['SQL', '大数据产品', '产品设计', '数据分析']",员工旅游，定期体检，年终奖，节日福利，婚育贺金，零食下午茶，餐补，全勤奖，五险一金，带薪年假，补充医疗保险
198,数据产品经理,/job_detail/6394f7d7768488241XV62du6GFtY.html,武汉·洪山区·街道口,12-18K·16薪,5-10年,本科,理工数传,/gongsi/faa855501c8f20610XZ80tS1.html,互联网,D轮及以上,100-499人,"['市场调研', '数据分析']",股票期权，全勤奖，年终奖，交通补助，五险一金，加班补助，定期体检，零食下午茶，节日福利，带薪年假，通讯补贴，员工旅游，薪酬
199,高级数据咨询顾问（电力行业）,/job_detail/2fa581dc654b8ba61XVz39S0EFJX.html,武汉·武昌区·东亭,15-30K·13薪,3-5年,本科,健新科技,/gongsi/236f7ad0d21195731nNy3NS_E1Y~.html,计算机软件,B轮,500-999人,"['市场调研', '产品设计', '数据分析', 'MindManager', 'Visio', '专题分析', '原型设计']",员工旅游，定期体检，五险一金，股票期权，包吃，年终奖，带薪年假，零食下午茶，节日福利
200,数据研发专家(杭州),/job_detail/197cf1d42ad23c900XVy3tm4E1U~.html,武汉·洪山区·光谷,28-45K·15薪,经验不限,本科,阿里巴巴集团,/gongsi/5d627415a46b4a750nJ9.html,互联网,已上市,10000人以上,"['数据仓库', '数据挖掘', '数据分析', 'Python', 'Shell', 'Java', '大数据', '商业智能']",年终奖，员工旅游，交通补助，餐补，节日福利，零食下午茶，免费班车，补充医疗保险，五险一金，股票期权
201,数据产品经理,/job_detail/7804835a0f1b66471nx52dW4GFBQ.html,武汉·洪山区·关山,20-40K·14薪,3-5年,本科,金山办公软件,/gongsi/3c1c53145ad9e62903Rz29U~.html,移动互联网,已上市,1000-9999人,"['产品设计', '产品运营', '数据分析', 'MySQL', 'SQL', '后台产品', 'B端产品', '大数据产品']",免费班车，员工旅游，零食下午茶，五险一金，定期体检，带薪年假，节日礼物，年终奖，股票期权，按摩室，餐补，补充医疗保险，理发室
202,数据需求及数据产品经理,/job_detail/c5f8425a1bb5c9ca1nN_3ti0F1VW.html,武汉·江夏区·光谷,10-15K,经验不限,硕士,长江证券,/gongsi/4bf799be97fa31621HF63dk~.html,互联网金融,不需要融资,1000-9999人,"['SQL', 'MySQL', '需求分析', '数据分析', '产品设计', '产品/版本迭代', 'Axure', '墨刀']",通讯补贴，带薪年假，员工旅游，定期体检，交通补助，补充医疗保险，节日福利，包吃，餐补，五险一金，年终奖
203,GIS数据工程师,/job_detail/894f3617de1bd4a81XR53dm-F1dY.html,武汉·武昌区·大东门,10-15K,1-3年,本科,易智瑞,/gongsi/2dfe3b3f6c72b1cf33d709i4GA~~.html,计算机软件,不需要融资,100-499人,"['ArcGIS', '数据生产', '数据库建设', '数据分析', '数据处理', '制图', '数据解决方案', '大数据治理']",补充医疗保险，交通补助，五险一金，定期体检，带薪年假，通讯补贴，节日福利，年终奖
204,数据产品经理,/job_detail/5559145cab5224071XR_2tm4GVVQ.html,武汉·洪山区·光谷,10-15K,5-10年,大专,武汉数为科技,/gongsi/37ef54dce0af4f5d1nBz0924GFs~.html,数据服务,A轮,20-99人,"['B端产品', '大数据产品', '数据分析', '产品/版本迭代', '需求分析', '产品设计']",带薪年假，五险一金，零食下午茶，节日福利，年终奖
205,拼多多招聘物流专员,/job_detail/be9defe64de62c371nd42tm7GVBX.html,武汉·江夏区·纸坊,5-8K,1-3年,大专,拼多多,/gongsi/ea9c5680f57d53d71HV90ty5.html,移动互联网,已上市,1000-9999人,"['统计员', '数据分析', '仓库文员']",年终奖，包吃，节日福利，五险一金，股票期权，带薪年假，定期体检，交通补助
206,数据分析及报表开发工程师,/job_detail/3c89e99f04df64e11XV92N-0EFZV.html,武汉·江夏区·光谷,10-15K·14薪,3-5年,本科,太平金科,/gongsi/cc50c26ac17e79d91nd809W0GQ~~.html,互联网金融,已上市,1000-9999人,"['Kafka', 'Pig', 'Flink', 'Spark', 'ECharts', 'Hive', 'Presto', 'SQL']",定期体检，节日福利，补充医疗保险，全勤奖，餐补，五险一金，带薪年假，加班补助
207,无人机数据处理算法工程师,/job_detail/b3b56cfa11c3ed7a1HV72ti9ElE~.html,武汉·江夏区·光谷,12-20K,经验不限,硕士,航天宏图,/gongsi/4a3f51d570b0562c1XR82d-_.html,计算机软件,已上市,1000-9999人,"['数据分析', '机器学习']",餐补，通讯补贴，年终奖，五险一金，带薪年假，定期体检，股票期权，节日福利，交通补助，包吃，员工旅游
208,数据库开发工程师,/job_detail/94004ad1cfc2e4231nR60t26EFVQ.html,武汉·洪山区·石牌岭,8-13K,3-5年,大专,北科软件,/gongsi/47b33630b577e5501nJy29i4Eg~~.html,计算机软件,未融资,100-499人,"['数据开发', 'ETL', '数据库开发', 'DBA', '数据分析']",五险一金，带薪年假，餐补，股票期权，交通补助
209,数据产品经理（互联网医疗）,/job_detail/a8f91e9ce5d53f5a1nVy3dW8EFJQ.html,武汉,15-25K·14薪,3-5年,本科,九州通健康集团,/gongsi/07aae3bfc549b4a21nJ63du6F1s~.html,医疗健康,不需要融资,1000-9999人,"['数据分析', '大数据产品', '市场调研', 'BI', '互联网医疗', 'TO B', '大健康']",带薪年假，五险一金，包吃，生日福利，年终奖，购药福利，季度团建，包住，节日福利，女神节带薪假
210,大数据算法高级工程师,/job_detail/4f2d6d4e3473d8ff1nJ73N65E1FR.html,武汉,20-40K,3-5年,硕士,易久批,/gongsi/43fd60ccb19c00ef1nV509-6FVs~.html,批发/零售,D轮及以上,1000-9999人,"['深度学习算法', '推荐算法', '算法设计', '机器学习算法', 'Python', '推荐系统', '数据挖掘', '数据分析']",股票期权，带薪年假，年终奖
211,大数据开发工程师,/job_detail/7fd63fe5559d93c91XZ609q7E1BW.html,武汉·江夏区·光谷东,11-22K·14薪,经验不限,本科,华为技术有限公司,/gongsi/21124e51a5ea83a80nR80ti8.html,计算机软件,不需要融资,10000人以上,"['Python', 'Spark', 'ETL', 'Hadoop', '数据仓库', '数据分析']",交通补助，年终奖，加班补助，补充医疗保险，五险一金，带薪年假，全勤奖，股票期权，免费班车，住房补贴，零食下午茶，节日福利，离职补偿，餐补，员工旅游，定期体检，通讯补贴
212,大数据开发工程师,/job_detail/994806181b7071cc0HN-3du7F1Q~.html,武汉·洪山区·光谷,10-15K,3-5年,本科,武汉长江通信智联,/gongsi/11081d6e6bd53ef20Xx43tu_.html,互联网,已上市,100-499人,"['数据挖掘', '大数据', '数据分析']",年终奖，补充医疗保险，带薪年假，餐补，五险一金，交通补助，节日福利，定期体检，通讯补贴
213,高级大数据ETL开发工程师,/job_detail/50473a89130e8dfa1nRz2dq8FVdX.html,武汉·洪山区·光谷,25-40K,5-10年,本科,孚创,/gongsi/d197afe75da2a3e933Z82ty4EQ~~.html,4S店/后市场,未融资,100-499人,"['数据仓库', '数据分析']",员工旅游，补充医疗保险，交通补助，年终奖，带薪年假，加班补助，五险一金，定期体检
214,数据分析岗,/job_detail/0db5635cae5c8dcb1XV93929ElRX.html,武汉,6-8K·15薪,1-3年,大专,京东物流,/gongsi/951e8bf16e0821e40HR909i1Fw~~.html,物流/仓储,已上市,10000人以上,"['Python', 'SQL', 'Excel']",补充医疗保险，餐补，年终奖，加班补助，定期体检，交通补助，带薪年假，股票期权，五险一金，节日福利，免费班车，餐补
215,数据产品（面向2022届毕业生-武汉）,/job_detail/2502ba4f5c3a00051nx82di_GVRX.html,武汉·洪山区·光谷,15-30K·14薪,在校/应届,本科,金山WPS,/gongsi/b1cedecba6ac2a271HBz39o~.html,互联网,已上市,1000-9999人,"['平台产品', '数据分析', '用户增长', '产品运营', 'SQL']",补充医疗保险，节日福利，五险一金，年终奖，餐补，加班补助，包吃，股票期权，通讯补贴，零食下午茶，定期体检，免费班车，住房补贴，带薪年假，交通补助，健身房，员工旅游，全勤奖，瑜伽室
216,数据标注生产主管,/job_detail/528596d4d13188eb1XZ40ti1FVNQ.html,武汉·江夏区·光谷东,6-9K,1-3年,大专,旷视MEGVII,/gongsi/075e0d17cd137e971nV43NU~.html,计算机服务,D轮及以上,1000-9999人,"['数据分析', '项目管理']",年终奖，零食下午茶，带薪年假，免费班车，补充医疗保险，员工旅游，定期体检，交通补助，五险一金，节日福利，餐补
217,数据建模分析工程师及产品售前技术支持,/job_detail/6fdb13426c7e925d1nZ43di9FFJX.html,武汉·武昌区·徐家棚,11-16K,3-5年,本科,得见科技,/gongsi/df3cded59eab88d41HZ43ti6FA~~.html,移动互联网,A轮,20-99人,['数据建模'],全勤奖，股票期权，五险一金，带薪年假
218,数据产品经理,/job_detail/dee21fc9bb43a0231n182dy8FlpV.html,武汉·洪山区·关山,15-25K·13薪,5-10年,本科,运通华瑞,/gongsi/0e17ed01662e70443nV83di7EA~~.html,批发/零售,B轮,1000-9999人,"['数据产品', '用户增长', '产品设计', '需求分析', '市场调研', '数据分析', '大数据', '电子商务']",节日福利，餐补，包吃，住房补贴，年终奖，加班补助，带薪年假，交通补助，全勤奖
219,数据采集开发工程师,/job_detail/96005ff1c4aad13103R709i0FVU~.html,武汉·硚口区·古田,5-8K,1-3年,大专,中鹏云科,/gongsi/600044b39a5c30d91Xx439m-GQ~~.html,电子商务,未融资,100-499人,"['数据分析', 'MySQL', 'SQLServer']",带薪年假，全勤奖，员工旅游，加班补助，定期体检
220,高级数据架构师,/job_detail/726edb730fde72f93nxy0tS9ElY~.html,武汉·江夏区·光谷,12-15K,5-10年,本科,灵慧云,/gongsi/10ecf5d19931f10333F93N20FA~~.html,互联网,未融资,0-20人,"['架构师', '数据架构师', '数据挖掘', '数据治理', '数据采集', '数据分析', '数据仓库', 'CTO']",五险一金，包吃，带薪年假，员工旅游
221,数据维护专员,/job_detail/4be86e538093dc2d33x43du5FVc~.html,武汉·洪山区·光谷,4-9K·15薪,3-5年,本科,车来了,/gongsi/fdd3ffa1c1b6f9f21XN_0ti7.html,移动互联网,C轮,100-499人,"['数据标注', '数据分析', '数据运营']",带薪年假，交通补助，五险一金，零食下午茶，加班补助，定期体检，节日福利，员工旅游，补充医疗保险，年终奖，餐补，通讯补贴
222,统计学类 英文学术期刊助理编辑,/job_detail/6a861a3e908dddd41XV80tS7E1dR.html,武汉·武昌区·丁字桥,11-14K,经验不限,硕士,曼迪匹艾,/gongsi/adc71f375b7e41e133J42N-1.html,其他行业,不需要融资,1000-9999人,"['统计学', '数学', '经济', '数据分析', '理科', '英语']",节日福利，餐补，带薪年假，零食下午茶，定期体检，五险一金，交通补助，年终奖
223,数据中台产品研发经理,/job_detail/4ca30dd887d976291XV90tS6F1RQ.html,武汉·武昌区·积玉桥,15-25K,3-5年,本科,数产集团,/gongsi/fb5e162b13065ba11nd43Ni_EFI~.html,互联网,不需要融资,100-499人,"['数据产品', '产品设计', '用户研究', '产品运营', '数据分析']",五险一金，餐补，交通补助，企业年金，年终奖，节日福利，定期体检，通讯补贴
224,建模分析师,/job_detail/e711da9b4db065111nFy09S0FVpV.html,武汉,11-20K·14薪,1-3年,本科,中诚信征信,/gongsi/22bc726af5f8fb761X1_3tk~.html,互联网金融,不需要融资,100-499人,"['SQL', 'Python', '数据挖掘', '数据分析']",补充医疗保险，零食下午茶，五险一金，年终奖，周五福利，带薪年假，员工旅游，定期体检，节日福利
225,供应链中级顾问（大数据分析）base佛山武汉,/job_detail/39cad291da335d111XV-2t29EFFZ.html,武汉·洪山区·花山,10-15K·14薪,3-5年,本科,美云智数,/gongsi/4175315b8b28d0d00XB_39W8.html,互联网,不需要融资,1000-9999人,"['企业管理咨询', '需求分析工程师', '实施工程师/顾问', '供应链', '数据分析', '业务咨询']",零食下午茶，交通补助，免费班车，补充医疗保险，带薪年假，员工旅游，年终奖，五险一金，节日福利，餐补，定期体检
226,数据产品经理,/job_detail/75547be2fe0edbe31XR439W7GFVR.html,武汉·洪山区·光谷,20-40K·15薪,3-5年,本科,微派,/gongsi/1e160dfb74ce1ed903V62ti7.html,移动互联网,B轮,500-999人,"['大数据产品', '推荐产品', '产品/版本迭代', '数据分析', 'TO C', '需求分析', 'C端产品']",加班补助，互联网文化，交通补助，五险一金，年终奖，员工旅游，股票期权，定期体检，带薪年假，节日福利，零食下午茶，年终奖丰厚
227,大数据安全分析师,/job_detail/ce1d386360fed3171n1y0t29F1RQ.html,武汉·东西湖区·吴家山,13-25K·13薪,1-3年,本科,恒安嘉新,/gongsi/f367cdf3fe9555ce1X150tq7.html,互联网,D轮及以上,1000-9999人,"['Python', 'SQL', 'Shell', '渗透测试', '网络安全', '安全运营', '数据分析']",带薪年假，五险一金，年终奖，定期体检，股票期权，节日福利，员工旅游
228,数据分析岗,/job_detail/ed8a738472a9fe391XV709-4EltR.html,武汉·江夏区·藏龙岛,10-15K·14薪,3-5年,本科,万物云,/gongsi/4a3b8f2934b5ca341nZ83NW5FFo~.html,物业服务,未融资,10000人以上,['Excel'],七险一金，定期体检，员工旅游，交通补助，餐补，通讯补贴，节日福利，加班补助，带薪年假，补充医疗保险
229,数据运营,/job_detail/4848903e2fc144841HN53tu8FVc~.html,武汉·硚口区·宝丰崇仁,5-9K·13薪,经验不限,本科,爱给网,/gongsi/2333eccb6f23527d1Xxz2t-7Eg~~.html,移动互联网,天使轮,20-99人,"['SQL', '业务分析', '数据分析']",五险一金，定期体检，带薪年假，员工旅游，年终奖，股票期权，零食下午茶
230,数据产品经理,/job_detail/a419f3278e6b88ea1XR42tS8F1JS.html,武汉·洪山区·花山,18-25K·16薪,1-3年,本科,招商证券股份有限公司,/gongsi/4e11f22560de665f1XR82Ny_Eg~~.html,证券/期货,已上市,10000人以上,"['需求分析', 'MySQL', '数据分析', 'Axure']",交通补助，年终奖，五险一金，带薪年假
231,数据产品专员,/job_detail/6914924f274d89a21XZ62N29ElNQ.html,武汉·江汉区·武汉商务区,7-12K,1-3年,本科,武汉链享医药供应链,/gongsi/ef240c3b65ea846f0nF43d6_.html,互联网,A轮,20-99人,"['SQL', '功能产品', '数据产品', '后台产品', '策略产品', '产品设计', '产品运营', '数据分析']",员工旅游，节日福利，餐补，五险一金，加班补助，通讯补贴，带薪年假
232,产品专员（市场调研/数据研究）,/job_detail/51835090c52fefa81n19396_E1ZX.html,武汉·东西湖区·金银湖,6-10K·14薪,1-3年,本科,良品铺子,/gongsi/228e4ad4d1abb4be1nV_3924FQ~~.html,其他行业,已上市,10000人以上,"['市场调研', '数据分析', '用户研究', '需求分析']",全勤奖，加班补助，绩效工资，级别奖，节日福利，定期体检，带薪年假，五险一金，年终奖
233,大数据开发工程师,/job_detail/f853ca2ddcc602851nJ529S4GVNX.html,武汉·洪山区·徐东大街,12-18K·15薪,3-5年,本科,湖北中巽泰,/gongsi/32cbed74737ac4ab1XZ709W-Eg~~.html,计算机软件,未融资,20-99人,"['Java', '数据开发', '数据挖掘', '数据治理', '数据分析', '数据采集', '大数据']",交通补助，年终奖，五险一金，带薪年假，股票期权，定期体检，全勤奖，节日福利，补充医疗保险，通讯补贴
234,大数据产品经理,/job_detail/94f576a86398c7bc1XV82N60ElZW.html,武汉·江夏区·金融港,12-18K·13薪,3-5年,本科,丽迅科技,/gongsi/15da07d48a69bfb61n1y3Ny1E1Q~.html,互联网,不需要融资,100-499人,"['数据产品', '大数据产品', '产品设计', '数据分析', 'Visio']",年终奖，带薪年假，免费工装，生日福利，定期体检，团建聚餐，五险一金，零食下午茶，节日福利
235,英语数据实习生,/job_detail/5ce15eefd2cd56f21XRz2N21ElNS.html,武汉·江夏区·光谷,100-150元/天,4天/周3个月,本科,人人公司,/gongsi/f34f966185d1132f1nR73Ny7.html,互联网,已上市,100-499人,['数据分析'],五险一金
236,大数据分析+15-25K+朝阳行业,/job_detail/3f6d72888ca8a28f1n163d61F1BQ.html,武汉·江夏区·光谷,15-25K·13薪,3-5年,本科,亿量科技,/gongsi/ed92e57f6e59810303Z53Nq7FQ~~.html,计算机软件,B轮,500-999人,['Python'],带薪年假，通讯补贴，全勤奖，加班补助，节日福利，零食下午茶，餐补，五险一金，员工旅游，股票期权，年终奖
237,数据专员,/job_detail/b9dba7941491165f1nZ-2tq_FVJQ.html,武汉·江汉区·西北湖,4-6K,经验不限,大专,云估价,/gongsi/6b915c8a90ff91313nx-3di1.html,数据服务,A轮,100-499人,"['数据处理', '数据分析']",餐补，零食下午茶，全勤奖，节日福利，年终奖，五险一金，带薪年假
238,数据产品经理,/job_detail/cbc0c9e615b603e81nZy2d6_ElNR.html,武汉·洪山区·珞狮南路,20-40K·13薪,3-5年,本科,正大集团,/gongsi/a84fab08b90a64af33Nz0ti1Fw~~.html,农/林/牧/渔,未融资,10000人以上,"['产品设计', '数据分析']",带薪年假，餐补，免费班车，定期体检，五险一金，年终奖，交通补助，通讯补贴
239,检测数据分析员,/job_detail/2b5f4d0e0427825d1XV50ty0FltR.html,武汉·洪山区·光谷,3-8K,经验不限,大专,盾护达,/gongsi/1b9dee0b7c8655051n1y2dq5FVo~.html,建材,,0-20人,"['公路水运工程试验检测', '土木工程桥梁专业者']",补充医疗保险，团建聚餐，意外险，工龄奖，定期体检，全勤奖，保底工资，餐补，零食下午茶，有无线网，年终奖
240,产品数据专员,/job_detail/1dc9e8cb50d32a581nFz09i5GFBY.html,武汉·洪山区·光谷,6-8K,经验不限,本科,震坤行,/gongsi/2053d30ab24476471HB43d-0.html,互联网,D轮及以上,1000-9999人,"['数据分析', '产品运营']",餐补，年终奖，定期体检，股票期权，补充医疗保险，交通补助，节日福利，员工旅游，五险一金，通讯补贴
241,数据产品经理,/job_detail/84572405270a1b011nN_3Nq8GVE~.html,武汉·洪山区·光谷,5-10K,1-3年,本科,中科图灵,/gongsi/b6e79a2fe5c3d8b81nF42dW7Eg~~.html,计算机服务,天使轮,20-99人,"['产品经理', '数据分析', '产品助理']",五险一金，零食下午茶，加班补助，带薪年假，餐补，年终奖，股票期权，节日福利
242,数据产品经理,/job_detail/3ccbd00ffc48ce8c1n1z2Ny-EFFW.html,武汉·汉阳区·沌口,20-30K·15薪,3-5年,本科,上海悦策供应链管理,/gongsi/a9eab3149812c61503V-2tm-Ew~~.html,基金,,20-99人,"['数据分析', '需求分析', 'SQL', 'Visio', 'MindManager']",员工旅游，餐补，年终奖，五险一金，带薪年假
243,医学数据挖掘分析,/job_detail/330f6cc87af9b9491n1_0ty5E1dV.html,武汉·武昌区·汉街,6-11K·13薪,经验不限,本科,东华医为,/gongsi/4e46bd1e4da8c6dd1nBy0tm9FA~~.html,医疗健康,未融资,1000-9999人,"['临床研究', '医药科研']",五险一金，年终奖，定期体检，节日福利，带薪年假，补充医疗保险
244,数据管控工程师,/job_detail/0063a6fbb83ac0271Hd63di1GFM~.html,武汉·江夏区·流芳,13-26K,3-5年,本科,九江银行,/gongsi/c9227a194b4b6f701nFy39i5.html,互联网金融,不需要融资,1000-9999人,"['数据处理', '数据分析', '数据架构']",
245,临床数据分析员,/job_detail/30ed17335bf4bfe91XV529i0GFVV.html,武汉·洪山区·鲁巷,6-11K·13薪,1-3年,本科,金豆数据,/gongsi/983e720c741a51f31nB_09i4.html,医疗健康,B轮,100-499人,"['临床研究', '临床协调']",节日福利，五险一金，带薪年假
246,数据开发工程师（教培机构老师转行IT）,/job_detail/63d2ded8b0340faa1nx53924GFRR.html,武汉·洪山区·岳家嘴,7-10K,1-3年,本科,罗盘科技,/gongsi/9cb7c88571794f011H1-2d60.html,计算机软件,,20-99人,"['SQL', 'Java', 'Python', 'HIVE', '大数据', '数据可视化', '数据治理', '数据分析']",
247,数据仓库,/job_detail/5c7811a01498bf171Xd-0ti5EVE~.html,武汉·江岸区·后湖,3-5K,在校/应届,本科,武汉市独特逻辑大...,/gongsi/9956db2370588ffa1XBy2tu1GQ~~.html,分类信息,不需要融资,0-20人,"['数据分析', '数据库', '数据处理']",
248,电商数据分析师,/job_detail/2df8965e431d3f561XVy3dm8FFVV.html,武汉·汉阳区·王家湾,5-7K,5-10年,本科,煜韩,/gongsi/d46ef0bc9d5dd9fc1H152tq6EA~~.html,电子商务,未融资,100-499人,"['Python', 'SQL']",节日福利，带薪年假，五险一金，全勤奖，餐补
249,高级数据实施工程师,/job_detail/d77e445210f1c1623nR82ty4ElI~.html,武汉·洪山区·鲁巷,8-13K·13薪,3-5年学历,不限,鲸视科技,/gongsi/426a84e1178dd6861nRy2dy-GVs~.html,数据服务,未融资,20-99人,"['ETL', 'DBA', '数据治理', '数据分析']",突出共享奖，零食下午茶，节日福利，年终奖
250,临床数据分析,/job_detail/fea4369ddae84f801XV709S-F1BV.html,武汉·洪山区·光谷,10-15K·13薪,1-3年,本科,良培基因,/gongsi/55518a95a6b173530nZ82d-7GA~~.html,检测/认证,,20-99人,"['生物工程', '生物信息', '生信']",
251,临床数据分析,/job_detail/4bd9bea1cd7c494b1XZ729m_GFVW.html,武汉·洪山区·花山,9-14K·13薪,1-3年,本科,康圣贝泰,/gongsi/f0ae23f64f898f401XRy3Nq8F1I~.html,制药,天使轮,20-99人,"['临床研究', '生物工程', '分子生物', '二代测序', '报告解读', '临床数据分析']",餐补，定期体检，节日福利，住房补贴，五险一金
252,数据采集工程师,/job_detail/ab4a54f02683e29e1nBz3ti0F1BQ.html,武汉·洪山区·光谷,7-10K,3-5年,大专,纺友,/gongsi/3735691d609115221nN43ti1Eg~~.html,互联网,不需要融资,100-499人,"['数据挖掘', '数据仓库', '数据分析']",带薪年假，包吃，零食下午茶，加班补助，年终奖，节日福利，餐补，全勤奖，五险一金
253,商业数据分析,/job_detail/5d6356f45a44cfde1nxy2Ny8FlZR.html,武汉·洪山区·光谷,10-15K,3-5年,本科,国信创新,/gongsi/fe09463d11ab36801HV73dW-.html,企业服务,未融资,100-499人,['平台类产品'],补充医疗保险，带薪年假，年终奖，交通补助，全勤奖，餐补，员工旅游，定期体检，五险一金
254,大数据分析师,/job_detail/3f838bc39ad761b01XZ709S8FFJS.html,武汉·江夏区·光谷,10-15K,在校/应届,硕士,华志信,/gongsi/0dd1cc0549dfe10903F629W-.html,计算机软件,已上市,20-99人,"['Java', 'Python', '自然语言处理', '深度学习算法']",带薪年假，加班补助，五险一金，定期体检，节日福利，餐补
255,数据产品经理,/job_detail/4a2b2ef1afc81e1d1nN43dS_EFVQ.html,武汉·硚口区·古田,15-30K·14薪,3-5年,本科,数势科技,/gongsi/f4359e369affbe033nV639S_Fw~~.html,企业服务,A轮,100-499人,"['产品设计', 'TO B', '数据分析', '大数据产品']",零食下午茶，年终奖，带薪年假，出差补助，节日福利，股票期权，五险一金
