,date,week,red,blue,sales,poolmoney,content,prizegrades1num,prizegrades1money,prizegrades2num,prizegrades2money,prizegrades3num,prizegrades3money,prizegrades4num,prizegrades4money,prizegrades5num,prizegrades5money,prizegrades6num,prizegrades6money
2017090,2017-08-03(四),四,"01,07,10,16,22,33",09,312174318,772752284,"天津1注,山东1注,云南2注,共4注。",4,8842613,84,228726,1158,3000,57206,200,1091702,10,10056187,5
2017091,2017-08-06(日),日,"05,07,10,23,28,29",03,337138076,795913308,"山东2注,云南1注,新疆1注,共4注。",4,8923729,141,139139,1604,3000,75636,200,1342235,10,10672303,5
2017092,2017-08-08(二),二,"10,18,19,29,32,33",09,308876342,826577324,"浙江1注,河南3注,共4注。",4,9605819,131,175794,909,3000,47240,200,897113,10,7617376,5
2017093,2017-08-10(四),四,"07,08,09,15,22,27",12,308248758,662712921,"江苏1注,浙江2注,安徽1注,山东4注,河南1注,广东26注,四川1注,青海1注,宁夏1注,深圳1注,共39注。",39,5290308,238,59464,2259,3000,103680,200,1691934,10,9999861,5
2017094,2017-08-13(日),日,"08,11,13,19,28,31",06,341689810,658076283,"吉林1注,安徽3注,河南1注,湖南1注,广东1注,四川1注,云南1注,共9注。",9,6630843,128,143335,1876,3000,86932,200,1495198,10,11214738,5
2017095,2017-08-15(二),二,"09,10,12,19,22,29",16,317203922,632720984,"吉林1注,江苏2注,浙江3注,贵州7注,云南1注,共14注。",14,6159602,332,61123,1789,3000,92157,200,1542172,10,7007522,5
2017096,2017-08-17(四),四,"02,06,11,12,19,29",06,322973284,611617622,"河北1注,山西1注,吉林1注,黑龙江1注,江西1注,山东2注,重庆2注,湖北1注,四川2注,陕西1注,新疆1注,共14注。",14,6270042,165,134701,1755,3000,74735,200,1247731,10,7332922,5
2017097,2017-08-20(日),日,"05,10,18,19,30,31",03,348913966,616091250,"河北1注,上海1注,浙江1注,江西3注,湖北1注,广东1注,广西1注,新疆1注,共10注。",10,6980859,183,135304,1359,3000,69276,200,1291364,10,8215808,5
2017098,2017-08-22(二),二,"04,19,22,27,30,33",01,314009676,561544774,"辽宁1注,上海1注,江苏1注,浙江1注,安徽1注,江西4注,山东1注,湖南1注,广东1注,广西1注,云南1注,共14注。",14,5401390,93,75530,2157,3000,96656,200,1577135,10,16838772,5
2017099,2017-08-24(四),四,"02,05,06,16,28,29",04,310565530,460398735,"天津15注,河北1注,内蒙古1注,上海1注,浙江2注,安徽2注,福建1注,广东2注,广西1注,四川1注,共27注。",27,5455945,142,108367,2109,3000,88811,200,1502773,10,10301500,5
2017100,2017-08-27(日),日,"04,07,08,18,23,24",02,343590604,435010976,"北京10注,江苏2注,浙江1注,重庆1注,湖南1注,陕西1注,共16注。",16,6241187,117,212168,1157,3000,64891,200,1279253,10,7964531,5
2018001,2018-01-02(二),二,"01,08,11,26,28,31",04,367348082,278621134,"黑龙江1注,江苏1注,浙江10注,福建1注,山东1注,湖北2注,湖南1注,广西1注,四川1注,甘肃1注,宁夏1注,深圳1注,共22注。",22,5825255,191,118819,2029,3000,86396,200,1598202,10,9974842,5
2018002,2018-01-04(四),四,"07,18,24,29,31,33",16,351610618,338840952,"河北1注,黑龙江1注,四川1注,共3注。",3,10000000,94,319928,789,3000,49232,200,1054173,10,5848195,5
2018003,2018-01-07(日),日,"01,14,16,17,20,31",04,388121442,384536000,"河北1注,山西1注,安徽1注,山东1注,湖北1注,共5注。",5,10000000,167,191008,814,3000,46597,200,995581,10,8173779,5
2018004,2018-01-09(二),二,"14,18,19,26,30,31",11,349304820,358237373,"吉林1注,浙江8注,湖北1注,广东1注,甘肃1注,深圳1注,共13注。",13,6082556,55,319846,1316,3000,66438,200,1258260,10,14195004,5
2018005,2018-01-11(四),四,"02,20,21,28,31,33",06,354961030,423934061,"北京1注,共1注。",1,10000000,68,371062,782,3000,49202,200,1009539,10,10144039,5
2018006,2018-01-14(日),日,"02,07,08,09,17,29",11,387617618,425081503,"北京3注,辽宁1注,吉林1注,上海1注,山东4注,广东1注,共11注。",11,6856113,172,148381,2073,3000,96099,200,1708775,10,9063964,5
2018007,2018-01-16(二),二,"13,14,20,25,27,31",12,354279554,435109760,"河北2注,浙江2注,山东1注,湖北1注,广东1注,广西1注,共8注。",8,7274011,132,172273,1559,3000,74171,200,1325995,10,9973072,5
2018008,2018-01-18(四),四,"05,09,10,12,17,19",13,359785672,427643568,"北京6注,辽宁1注,吉林1注,湖北2注,广东1注,共11注。",11,6571365,144,150043,1428,3000,77385,200,1497762,10,11026247,5
2018009,2018-01-21(日),日,"05,10,17,23,26,32",07,384256808,364964347,"北京5注,山西1注,江苏2注,河南2注,湖北2注,广东2注,四川2注,云南1注,共17注。",17,5477449,221,45908,2633,3000,113710,200,1793617,10,19825084,5
2018010,2018-01-23(二),二,"01,08,17,20,21,22",03,351327690,385873044,"北京1注,辽宁1注,重庆1注,广东1注,云南2注,共6注。",6,8085375,71,325919,1077,3000,66389,200,1275468,10,10065162,5
2018011,2018-01-25(四),四,"03,10,21,23,27,33",11,336871794,397713208,"山西1注,上海1注,安徽1注,河南2注,湖南1注,广西2注,共8注。",8,7356371,138,170751,1226,3000,70033,200,1300934,10,8023678,5
2018012,2018-01-28(日),日,"11,12,13,19,26,28",12,367108128,406003688,"山西1注,上海1注,江苏2注,湖北1注,广西1注,西藏1注,深圳1注,共8注。",8,7195022,129,170156,1934,3000,88183,200,1544615,10,10639470,5
2018013,2018-01-30(二),二,"06,08,13,15,22,33",06,338322260,410564826,"江苏1注,江西2注,河南2注,广东3注,贵州1注,共9注。",9,7002470,99,227553,1177,3000,59570,200,1127998,10,9788351,5
2018014,2018-02-01(四),四,"09,12,20,24,28,31",07,341965074,370944726,"江苏4注,山东1注,湖北1注,广东1注,深圳10注,共17注。",17,5970693,103,200264,1365,3000,71239,200,1330607,10,10681021,5
2018015,2018-02-04(日),日,"11,15,20,21,26,33",15,372995620,384707208,"内蒙古1注,浙江1注,安徽1注,重庆1注,广西2注,共6注。",6,7652271,172,115651,2163,3000,93501,200,1553583,10,12494933,5
2018016,2018-02-06(二),二,"01,11,12,18,25,27",16,338462386,415237924,"北京2注,山东2注,共4注。",4,9593701,98,234372,1261,3000,61624,200,1175404,10,9222140,5
2018017,2018-02-08(四),四,"03,06,11,26,30,32",12,341808336,441055600,"内蒙古1注,浙江1注,福建1注,广东1注,广西1注,共5注。",5,8695830,68,339690,1084,3000,55799,200,1111406,10,9912890,5
2018018,2018-02-11(日),日,"02,12,13,18,25,27",07,364855490,426699072,"辽宁1注,黑龙江1注,江苏1注,浙江1注,江西2注,湖北2注,湖南2注,广东1注,四川1注,共12注。",12,6383135,214,96948,2261,3000,100526,200,1635361,10,10509848,5
2018019,2018-02-13(二),二,"03,11,12,16,21,23",09,353382992,423300648,"北京2注,河北1注,黑龙江1注,江苏1注,浙江1注,山东1注,广西1注,共8注。",8,6663708,80,207963,1677,3000,75265,200,1303129,10,14698811,5
2018020,2018-02-22(四),四,"06,09,10,14,28,30",05,322991340,302764704,"北京20注,河北1注,山西1注,福建2注,江西1注,山东2注,四川2注,陕西1注,宁夏2注,新疆1注,共33注。",33,5489962,212,95334,1594,3000,77343,200,1394295,10,8645684,5
2018021,2018-02-25(日),日,"03,04,06,11,23,28",14,364661036,348212718,"辽宁1注,江苏1注,陕西1注,共3注。",3,10000000,216,116432,1175,3000,67620,200,1321924,10,9563662,5
2018022,2018-02-27(二),二,"07,14,19,21,22,23",03,333617132,371039376,"辽宁1注,黑龙江1注,山东1注,湖南1注,云南1注,陕西1注,共6注。",6,8201615,111,216325,988,3000,56391,200,1137669,10,8361005,5
2018023,2018-03-01(四),四,"12,15,16,21,26,29",16,339395846,419696331,"北京1注,天津1注,江苏1注,共3注。",3,10000000,159,164899,906,3000,56937,200,1150655,10,7163214,5
2018024,2018-03-04(日),日,"11,19,22,26,31,32",02,373443496,436102047,"黑龙江1注,江西1注,河南1注,湖南1注,广东4注,云南1注,共9注。",9,7481039,81,344588,924,3000,55421,200,1127359,10,9242152,5
2018025,2018-03-06(二),二,"04,13,16,19,21,25",14,341614936,513258146,"广西1注,共1注。",1,10000000,83,350024,700,3000,40970,200,881488,10,6414861,5
2018026,2018-03-08(四),四,"04,07,12,14,26,32",04,341958742,537930372,"江苏1注,江西1注,山东1注,湖南1注,广西2注,共6注。",6,8313468,75,331346,1092,3000,59713,200,1094967,10,8397492,5
2018027,2018-03-11(日),日,"02,07,09,14,18,28",05,386579026,561561972,"江苏1注,福建1注,山东2注,湖北2注,共6注。",6,8250400,144,169291,1652,3000,87914,200,1565274,10,10744036,5
2018028,2018-03-13(二),二,"03,08,11,14,18,23",16,352015830,578094167,"天津1注,内蒙古1注,上海1注,浙江1注,山东1注,河南1注,广东1注,共7注。",7,7676997,220,106471,1869,3000,82708,200,1493643,10,8341565,5
2018029,2018-03-15(四),四,"01,02,09,14,22,25",05,349939456,607081200,"山西1注,辽宁2注,浙江1注,河南1注,共5注。",5,8926329,85,288700,941,3000,50833,200,1050933,10,9962632,5
2018030,2018-03-18(日),日,"13,14,20,21,25,33",07,388492136,673759355,"江苏1注,共1注。",1,10000000,98,260810,1097,3000,60282,200,1184057,10,12187127,5
2018031,2018-03-20(二),二,"02,16,18,19,27,30",14,345048756,722002755,"内蒙古1注,江苏1注,福建1注,共3注。",3,10000000,116,224837,1092,3000,59834,200,1201239,10,7498833,5
2018032,2018-03-22(四),四,"21,22,23,24,25,32",06,351194914,760396749,"天津1注,福建1注,广西1注,共3注。",3,10000000,127,179511,1392,3000,56340,200,1013760,10,11062382,5
2018033,2018-03-25(日),日,"04,19,20,22,28,33",06,376360408,806829198,"上海1注,安徽1注,江西1注,共3注。",3,10000000,88,289516,1047,3000,61280,200,1205558,10,11010817,5
2018034,2018-03-27(二),二,"01,05,11,22,23,26",15,348544506,823152736,"辽宁1注,吉林1注,安徽2注,山东1注,河南2注,广东1注,共8注。",8,7560160,122,209849,972,3000,63265,200,1241750,10,8078774,5
2018035,2018-03-29(四),四,"07,10,11,17,23,28",15,350309396,856009608,"浙江1注,湖南1注,广东1注,广西1注,四川1注,深圳1注,共6注。",6,8809507,289,98862,960,3000,61476,200,1266529,10,5905178,5
2018036,2018-04-01(日),日,"08,17,24,26,28,33",04,375931002,897368156,"江苏1注,陕西1注,深圳2注,共4注。",4,10000000,117,231790,1164,3000,65905,200,1331597,10,9147831,5
2018037,2018-04-03(二),二,"01,06,07,08,27,30",10,336334062,877589328,"河北2注,辽宁2注,吉林2注,山东2注,云南1注,陕西3注,共12注。",12,6218823,137,133447,1564,3000,80258,200,1399994,10,11386145,5
2018038,2018-04-05(四),四,"15,23,24,25,28,29",09,303245456,888445635,"江苏1注,浙江1注,广西1注,新疆1注,深圳1注,共5注。",5,7607731,75,217310,1074,3000,62936,200,1183137,10,11151282,5
2018039,2018-04-08(日),日,"08,12,18,19,23,32",03,368394896,911280204,"江西1注,山东2注,河南1注,湖南1注,广东1注,共6注。",6,8202095,168,142950,1616,3000,85718,200,1526784,10,9438240,5
2018040,2018-04-10(二),二,"01,03,08,13,18,23",16,341719534,905458752,"河北1注,山西1注,辽宁1注,上海1注,江苏1注,河南1注,广东2注,云南1注,西藏1注,深圳1注,共11注。",11,6625737,283,78989,1676,3000,79774,200,1296903,10,8815038,5
2018041,2018-04-12(四),四,"07,08,20,23,24,32",13,342614774,940022436,"河北1注,江苏1注,浙江1注,四川1注,共4注。",4,9960334,64,387526,792,3000,49117,200,1003581,10,9287866,5
2018042,2018-04-15(日),日,"06,10,21,28,29,31",12,373384922,912888550,"黑龙江1注,山东3注,重庆1注,河南1注,湖北5注,广东1注,广西2注,共14注。",14,6113405,163,119537,2160,3000,100821,200,1688982,10,12297237,5
2018043,2018-04-17(二),二,"01,04,06,08,21,24",07,350595736,922258638,"河北1注,内蒙古2注,浙江1注,湖北1注,广东1注,共6注。",6,7386066,93,192424,1309,3000,60322,200,1178695,10,14486315,5
2018044,2018-04-19(四),四,"05,09,12,17,27,30",06,351490126,845550354,"北京1注,天津1注,内蒙古1注,黑龙江1注,江苏1注,浙江1注,江西1注,山东4注,湖北1注,湖南2注,广东2注,广西3注,四川1注,甘肃1注,新疆1注,共22注。",22,5550276,643,23534,3367,3000,140832,200,2082241,10,10521984,5
2018045,2018-04-22(日),日,"03,04,06,25,26,30",01,381384846,846265053,"山东1注,广西1注,甘肃1注,共3注。",3,6904812,82,87110,2641,3000,128837,200,2063191,10,20796816,5
2018046,2018-04-24(二),二,"10,13,14,18,20,31",03,341414200,903210136,"辽宁1注,安徽1注,共2注。",2,10000000,100,256483,997,3000,56067,200,1140599,10,7817824,5
2018047,2018-04-26(四),四,"06,07,12,16,22,25",07,340211348,906138855,"上海2注,浙江1注,福建1注,江西1注,山东2注,湖北1注,湖南1注,共9注。",9,6936514,102,213586,1430,3000,74410,200,1361230,10,9355226,5
2018048,2018-04-29(日),日,"01,12,20,25,30,31",02,347082070,938951220,"天津1注,浙江1注,广西1注,四川1注,共4注。",4,9801124,76,315863,1175,3000,54460,200,1036941,10,9852264,5
2018049,2018-05-01(二),二,"01,03,04,11,19,23",02,308606382,958977957,"浙江6注,山东1注,共7注。",7,7858532,88,284229,826,3000,49737,200,1039723,10,5669175,5
2018050,2018-05-03(四),四,"01,02,04,10,18,19",07,332612986,969426906,"吉林1注,黑龙江1注,浙江2注,重庆1注,云南1注,新疆1注,共7注。",7,7360984,146,141497,1637,3000,79189,200,1377247,10,9164927,5
2018051,2018-05-06(日),日,"05,07,20,23,27,31",04,362286900,1002362910,"江苏1注,山东1注,广东1注,甘肃1注,宁夏1注,共5注。",5,9213527,146,180373,1160,3000,66201,200,1340034,10,8412369,5
2018052,2018-05-08(二),二,"03,05,06,09,15,32",14,335132016,1030470724,"河北1注,山西1注,辽宁1注,山东1注,共4注。",4,9373437,104,210261,1307,3000,75100,200,1449941,10,8661105,5
2018053,2018-05-10(四),四,"01,04,10,11,14,27",06,336743448,1036375992,"辽宁1注,黑龙江2注,浙江1注,河南1注,广东1注,四川1注,贵州1注,共8注。",8,7086603,104,200634,1253,3000,68313,200,1245525,10,10332662,5
2018054,2018-05-13(日),日,"04,06,18,22,25,33",16,364343470,1075158284,"河北1注,江苏1注,湖北1注,新疆1注,共4注。",4,10000000,86,305357,970,3000,55282,200,1101728,10,9700312,5
2018055,2018-05-15(二),二,"07,09,10,12,22,26",07,328077816,921156717,"河北1注,江苏2注,浙江1注,山东3注,广西1注,新疆1注,深圳30注,共39注。",39,5382270,131,142257,1949,3000,83242,200,1443369,10,9857273,5
2018056,2018-05-17(四),四,"01,03,06,20,21,26",01,332042280,934983896,"上海2注,山东3注,广东1注,四川1注,共7注。",7,7536477,187,118685,1366,3000,73097,200,1289567,10,8462190,5
2018057,2018-05-20(日),日,"05,15,17,19,20,30",13,360079018,944921232,"河北1注,吉林1注,福建1注,山东1注,重庆1注,广东1注,海南1注,四川1注,宁夏1注,共9注。",9,7219690,193,129386,1586,3000,82648,200,1554204,10,7944600,5
2018058,2018-05-22(二),二,"07,12,13,16,26,31",07,328678478,936339437,"辽宁5注,陕西5注,深圳1注,共11注。",11,6534486,120,175826,1255,3000,68289,200,1169845,10,9506891,5
2018059,2018-05-24(四),四,"04,06,08,13,22,32",11,335528070,951572015,"山西1注,江苏1注,贵州1注,云南1注,甘肃1注,共5注。",5,7926005,69,265036,1340,3000,71899,200,1341802,10,11888157,5
2018060,2018-05-27(日),日,"04,08,13,25,30,31",10,364451892,968808575,"辽宁1注,江苏1注,福建1注,湖北1注,广东1注,共5注。",5,8071749,111,172958,1705,3000,78189,200,1363584,10,13479808,5
2018061,2018-05-29(二),二,"09,10,11,12,18,23",07,332550974,931563495,"河北1注,山西1注,上海1注,江苏2注,浙江1注,重庆1注,湖北2注,广东4注,四川1注,贵州1注,共15注。",15,5915270,213,80569,2086,3000,109024,200,1821534,10,9605304,5
2018062,2018-05-31(四),四,"02,18,19,24,25,33",11,326938646,955101072,"山东1注,重庆1注,广西1注,四川2注,甘肃1注,共6注。",6,8244701,109,223259,915,3000,55290,200,1132775,10,7545627,5
2018063,2018-06-03(日),日,"05,06,10,16,20,25",12,358387608,841729671,"河北1注,辽宁1注,上海1注,浙江5注,福建5注,山东2注,河南2注,湖北3注,湖南1注,广东1注,广西1注,四川1注,宁夏2注,深圳1注,共27注。",27,5291294,315,31210,4323,3000,164357,200,2253080,10,13582794,5
2018064,2018-06-05(二),二,"02,05,10,11,17,21",05,329557586,821423304,"北京1注,河北1注,辽宁1注,浙江1注,山东1注,湖北1注,广东1注,广西2注,四川1注,甘肃1注,深圳1注,共12注。",12,6202837,149,121091,1887,3000,83875,200,1365258,10,10644878,5
2018065,2018-06-07(四),四,"01,04,06,14,28,33",01,329937636,847267386,"北京1注,内蒙古1注,安徽1注,广东1注,四川2注,共6注。",6,8384489,123,206371,1178,3000,57833,200,1191247,10,6624335,5
2018066,2018-06-10(日),日,"09,16,17,19,22,26",10,357968382,846907070,"浙江1注,江西5注,广东3注,四川1注,共10注。",10,6805079,195,115710,1596,3000,86417,200,1394666,10,9826493,5
2018067,2018-06-12(二),二,"01,04,09,12,15,18",05,324647042,858719248,"北京1注,安徽1注,山东2注,海南1注,贵州1注,云南1注,新疆1注,共8注。",8,7355099,122,193040,940,3000,54874,200,1102829,10,8009998,5
2018068,2018-06-14(四),四,"08,10,17,20,27,30",01,332649368,900360000,"北京1注,湖南1注,广东1注,共3注。",3,10000000,225,106134,1301,3000,74098,200,1406781,10,6937355,5
2018069,2018-06-17(日),日,"06,13,17,19,23,31",12,355213336,921431615,"浙江2注,重庆1注,广东1注,广西1注,共5注。",5,8350663,126,166203,2076,3000,88941,200,1509508,10,10235335,5
2018070,2018-06-19(二),二,"04,09,15,16,19,27",10,339461364,907892115,"内蒙古1注,上海1注,安徽1注,江西2注,广西2注,宁夏6注,共13注。",13,6439454,138,169500,1671,3000,76700,200,1336647,10,7810410,5
2018071,2018-06-21(四),四,"02,05,06,13,16,19",03,348880396,911477268,"黑龙江4注,江苏1注,浙江2注,安徽1注,重庆1注,共9注。",9,6963036,110,200765,1326,3000,68901,200,1255608,10,10460093,5
2018072,2018-06-24(日),日,"11,16,19,22,25,30",08,372281494,823199206,"河北1注,内蒙古1注,黑龙江1注,浙江1注,安徽1注,山东1注,湖北2注,广东1注,广西5注,贵州1注,云南1注,陕西1注,新疆2注,共19注。",19,5128649,101,30251,2422,3000,108318,200,1714720,10,24823882,5
2018073,2018-06-26(二),二,"02,09,14,15,16,23",10,329645754,832397856,"河北2注,内蒙古2注,江西3注,山东1注,共8注。",8,7236302,104,215029,1414,3000,66180,200,1191543,10,8536177,5
2018074,2018-06-28(四),四,"09,11,14,20,27,30",09,327800026,813581190,"辽宁1注,黑龙江1注,江苏1注,浙江1注,安徽1注,山东2注,云南1注,陕西1注,共9注。",9,6057912,120,99179,2196,3000,88763,200,1439570,10,14855930,5
2018075,2018-07-01(日),日,"07,09,12,13,22,24",11,356378720,774033783,"上海5注,江苏1注,山东1注,重庆1注,广东4注,广西1注,四川1注,陕西3注,共17注。",17,5972248,120,172168,1906,3000,83702,200,1497736,10,10909744,5
2018076,2018-07-03(二),二,"03,07,08,15,29,30",13,327873252,698248210,"河北3注,辽宁4注,吉林1注,黑龙江2注,山东1注,河南1注,湖北2注,湖南2注,广东1注,海南1注,四川1注,贵州1注,云南1注,深圳1注,共22注。",22,5565528,363,42843,3328,3000,126338,200,1916957,10,8805727,5
2018077,2018-07-05(四),四,"02,05,09,15,20,24",10,327832004,709870938,"河北2注,辽宁1注,浙江1注,重庆1注,广西1注,四川1注,共7注。",7,7421960,109,194423,1536,3000,71795,200,1264980,10,8850455,5
2018078,2018-07-08(日),日,"03,10,14,17,18,30",12,358569878,721951374,"内蒙古1注,吉林1注,江苏1注,浙江2注,山东1注,共6注。",6,7550329,204,93762,1704,3000,85462,200,1536502,10,12323987,5
2018079,2018-07-10(二),二,"14,15,17,22,24,29",13,327442428,782146094,"浙江1注,福建1注,共2注。",2,10000000,77,347163,733,3000,44442,200,936505,10,6613609,5
2018080,2018-07-12(四),四,"04,07,13,20,29,33",03,325310442,805444602,"河北2注,浙江1注,重庆1注,湖南1注,广西1注,共6注。",6,8230212,128,189270,1015,3000,56290,200,1090402,10,7457743,5
2018081,2018-07-15(日),日,"01,02,12,16,20,26",03,349698540,837010055,"山西1注,吉林1注,上海2注,陕西1注,共5注。",5,9113851,154,166958,1488,3000,66828,200,1261360,10,7612560,5
2018082,2018-07-17(二),二,"06,12,14,20,22,24",09,319081284,838703256,"河北3注,浙江1注,河南3注,四川1注,共8注。",8,6895145,140,135367,1364,3000,61802,200,1088841,10,10640637,5
2018083,2018-07-19(四),四,"04,09,18,21,32,33",03,323565026,843134325,"江苏2注,广东8注,云南1注,共11注。",11,6964663,126,214397,650,3000,44444,200,981003,10,5968307,5
2018084,2018-07-22(日),日,"05,06,08,12,22,24",03,347865554,821610647,"北京1注,内蒙古1注,黑龙江1注,上海1注,福建1注,江西1注,山东2注,河南1注,湖北1注,广东1注,云南1注,甘肃1注,共13注。",13,6216121,249,79365,3816,3000,123756,200,1810095,10,7421218,5
2018085,2018-07-24(二),二,"04,10,25,26,30,33",06,322576362,815513264,"天津1注,浙江1注,重庆1注,广西3注,云南2注,共8注。",8,6541028,88,175116,1323,3000,64697,200,1193589,10,13515399,5
2018086,2018-07-26(四),四,"02,07,17,21,23,26",16,322631262,767052918,"江苏1注,浙江2注,安徽1注,湖北1注,广东2注,陕西1注,深圳10注,共18注。",18,5839185,109,173226,1524,3000,70680,200,1280294,10,10210345,5
2018087,2018-07-29(日),日,"01,05,10,16,18,31",03,348603358,821914596,"重庆2注,甘肃1注,共3注。",3,10000000,74,382259,869,3000,48325,200,1031573,10,7015801,5
2018088,2018-07-31(二),二,"03,05,12,29,30,32",14,315199378,832943120,"山西1注,浙江1注,湖北1注,湖南1注,广东4注,共8注。",8,7319478,69,336156,880,3000,49122,200,1032477,10,7775876,5
2018089,2018-08-02(四),四,"06,09,12,14,18,27",14,312432712,864705795,"山西1注,江苏1注,浙江1注,重庆1注,陕西1注,共5注。",5,9128194,172,150007,875,3000,58019,200,1261577,10,4608518,5
2018090,2018-08-05(日),日,"01,02,04,10,14,23",07,340370390,830323212,"北京3注,辽宁3注,安徽1注,福建1注,江西1注,山东1注,湖南1注,云南1注,共12注。",12,5776285,85,136991,1895,3000,88102,200,1484920,10,16409951,5
2018091,2018-08-07(二),二,"06,11,13,17,25,32",07,315853082,854322188,"北京1注,江苏1注,浙江2注,共4注。",4,8999907,81,246907,1107,3000,62581,200,1173384,10,9439766,5
2018092,2018-08-09(四),四,"06,10,16,19,24,33",16,318819890,921043817,"天津1注,共1注。",1,10000000,95,269198,882,3000,45660,200,920834,10,6587980,5
2018093,2018-08-12(日),日,"04,18,20,21,29,33",07,341609166,962368068,"上海1注,浙江1注,贵州1注,共3注。",3,10000000,78,304804,747,3000,47738,200,1003656,10,10092865,5
2018094,2018-08-14(二),二,"04,07,16,20,24,30",05,314204036,1023528004,共0注。,0,0,148,137747,1301,3000,62638,200,1144407,10,8907745,5
2018095,2018-08-16(四),四,"10,11,12,21,26,33",09,320539494,1045113520,"辽宁2注,福建1注,广东1注,共4注。",4,8780501,87,217270,1189,3000,62527,200,1138281,10,10799822,5
2018096,2018-08-19(日),日,"01,05,09,20,28,32",12,338691852,965286126,"上海1注,江苏1注,浙江1注,河南1注,广东3注,四川7注,贵州5注,云南1注,甘肃1注,青海1注,新疆1注,共23注。",23,5556088,150,106583,2148,3000,94866,200,1573665,10,12170988,5
2018097,2018-08-21(二),二,"01,02,17,20,25,28",13,313501772,1024508131,"广东1注,共1注。",1,10000000,38,607210,761,3000,41000,200,850284,10,8466804,5
2018098,2018-08-23(四),四,"06,10,11,20,29,32",13,314746902,1037348433,"山西2注,辽宁1注,江苏1注,安徽2注,福建1注,山东1注,重庆1注,共9注。",9,7336982,125,210328,795,3000,48471,200,1015318,10,5365882,5
2018099,2018-08-26(日),日,"03,07,08,14,25,32",06,339383254,1013742168,"河北1注,山西2注,黑龙江1注,浙江1注,安徽1注,湖北1注,广东1注,四川2注,云南1注,新疆1注,共12注。",12,6102840,242,68357,2133,3000,93560,200,1515096,10,11973080,5
2018100,2018-08-28(二),二,"02,11,14,15,29,33",02,309533260,1047796176,"河北1注,山东1注,河南1注,共3注。",3,10000000,91,234630,1029,3000,50558,200,969856,10,8673758,5
2019001,2019-01-01(二),二,"06,10,13,15,32,33",15,341453440,1283324272,"浙江1注,山东1注,重庆1注,云南1注,深圳10注,共14注。",14,6657038,147,197266,822,3000,47264,200,1059312,10,5761518,5
2019002,2019-01-03(四),四,"04,05,06,08,09,18",11,345144344,1294586730,"北京1注,上海1注,河南5注,广东1注,四川1注,共9注。",9,7273230,129,198246,1352,3000,74631,200,1506728,10,6555174,5
2019003,2019-01-06(日),日,"13,17,20,21,22,27",01,373728002,1333321882,"上海1注,浙江1注,山东2注,陕西1注,共5注。",5,9635283,129,224577,920,3000,59266,200,1278481,10,7969323,5
2019004,2019-01-08(二),二,"08,12,16,19,26,32",03,338080388,1346750738,"辽宁1注,江苏2注,河南1注,四川2注,贵州1注,新疆1注,共8注。",8,7428584,222,109395,1308,3000,69480,200,1385574,10,7368055,5
2019005,2019-01-10(四),四,"21,22,26,28,31,32",07,343365078,1326043660,"江苏3注,福建1注,江西1注,河南1注,广东2注,广西1注,深圳2注,共11注。",11,6133650,68,229230,1308,3000,61547,200,1102950,10,15727044,5
2019006,2019-01-13(日),日,"01,05,10,19,26,28",12,375825296,1211353738,"北京2注,山西1注,辽宁1注,黑龙江1注,江西1注,贵州1注,云南25注,共32注。",32,5514887,96,214536,1820,3000,83388,200,1500047,10,12926873,5
2019007,2019-01-15(二),二,"06,10,14,15,19,23",15,340543166,1223439184,"吉林1注,浙江1注,河南1注,湖北1注,广东1注,四川1注,云南2注,陕西1注,共9注。",9,7306482,198,131050,1318,3000,66723,200,1323262,10,6508642,5
2019008,2019-01-17(四),四,"02,06,09,13,28,32",12,342498692,1255320435,"山东1注,重庆1注,广东1注,四川1注,共4注。",4,9716477,86,274213,1085,3000,60425,200,1166000,10,9298962,5
2019009,2019-01-20(日),日,"01,07,10,22,31,32",15,376873348,1267633646,"辽宁1注,山东1注,湖南1注,广东8注,广西1注,共12注。",12,7191309,122,269423,687,3000,46022,200,979441,10,6425913,5
2019010,2019-01-22(二),二,"02,04,05,08,11,30",02,336769874,1223708496,"北京2注,河北1注,山西2注,黑龙江1注,山东3注,重庆1注,河南1注,广东3注,广西1注,共15注。",15,5753329,178,79353,3452,3000,139972,200,2193164,10,9647094,5
2019011,2019-01-24(四),四,"10,13,19,21,24,30",07,340431350,1245829570,"河北2注,辽宁1注,河南1注,共4注。",4,8829188,72,265915,1152,3000,67289,200,1252710,10,12157338,5
2019012,2019-01-27(日),日,"07,10,21,23,31,33",14,370443836,1303808580,"黑龙江2注,共2注。",2,10000000,55,472600,898,3000,50302,200,1046003,10,10866207,5
2019013,2019-01-29(二),二,"05,07,14,16,18,21",01,332648408,1347698265,"黑龙江1注,浙江1注,河南1注,陕西1注,共4注。",4,10000000,77,363158,739,3000,37452,200,869073,10,6549335,5
2019014,2019-01-31(四),四,"01,02,03,14,19,33",03,327526362,1364355844,"辽宁3注,江苏1注,河南1注,广东2注,共7注。",7,7683510,168,139766,1247,3000,54378,200,991041,10,8407607,5
2019015,2019-02-03(日),日,"11,15,16,20,24,31",04,386508326,1352193873,"山西5注,辽宁1注,黑龙江2注,江苏1注,江西1注,山东1注,广西1注,四川1注,共13注。",13,6477986,181,132692,1940,3000,90908,200,1614328,10,10635011,5
