,date,week,red,blue,sales,poolmoney,content,prizegrades1num,prizegrades1money,prizegrades2num,prizegrades2money,prizegrades3num,prizegrades3money,prizegrades4num,prizegrades4money,prizegrades5num,prizegrades5money,prizegrades6num,prizegrades6money
2015022,2015-02-26(四),四,"04,07,10,16,23,25",10,428626486,333076429,"天津1注,上海5注,浙江1注,共7注。",7,7943574,242,106430,2234,3000,101325,200,1695908,10,12615158,5
2015023,2015-03-01(日),日,"08,09,10,13,29,30",01,371421794,344102175,"辽宁1注,吉林3注,山东2注,重庆2注,云南1注,共9注。",9,7263666,297,85744,1939,3000,97922,200,1751202,10,7443650,5
2015024,2015-03-03(二),二,"09,11,16,18,23,24",10,297320432,361697874,"河北1注,山西1注,上海1注,浙江1注,湖南2注,共6注。",6,7884587,83,260655,1276,3000,56809,200,1090265,10,6611385,5
2015025,2015-03-05(四),四,"10,11,12,15,27,32",14,301966294,428205689,共0注。,0,0,89,249092,1107,3000,55727,200,1118848,10,6726303,5
2015026,2015-03-08(日),日,"02,13,17,21,22,33",13,346132854,399549056,"北京3注,河北1注,山西2注,重庆1注,广东6注,四川2注,陕西1注,共16注。",16,6166894,131,178151,1384,3000,72341,200,1305961,10,8914739,5
2015027,2015-03-10(二),二,"05,07,09,16,26,29",07,313056664,269549046,"辽宁2注,吉林3注,黑龙江1注,江苏1注,浙江1注,安徽1注,福建1注,山东1注,重庆2注,河南6注,湖南1注,广东3注,云南2注,青海1注,共26注。",26,5000000,147,6000,4795,3000,168093,200,2296332,10,20754424,5
2015028,2015-03-12(四),四,"04,07,10,26,27,28",14,318360502,282421976,"辽宁1注,安徽1注,重庆1注,湖北1注,广东1注,海南1注,四川2注,共8注。",8,7403315,292,82305,1343,3000,68447,200,1202707,10,6023713,5
2015029,2015-03-15(日),日,"07,14,15,19,21,28",07,350574266,290603075,"浙江1注,重庆1注,河南1注,湖南1注,新疆2注,深圳1注,共7注。",7,7243174,109,180071,1757,3000,84782,200,1390344,10,11427892,5
2015030,2015-03-17(二),二,"08,11,14,15,16,26",07,313853770,308254584,"浙江1注,安徽3注,江西1注,陕西1注,共6注。",6,7887970,104,208267,1097,3000,60303,200,1151042,10,8057442,5
2015031,2015-03-19(四),四,"01,05,07,22,26,32",11,322648288,301014330,"内蒙古1注,浙江5注,安徽1注,河南1注,四川1注,云南1注,共10注。",10,6554899,113,172002,1013,3000,51573,200,993315,10,11413183,5
2015032,2015-03-22(日),日,"11,14,16,18,29,32",16,356881788,322806048,"内蒙古1注,江苏1注,河南1注,湖南1注,甘肃2注,共6注。",6,8138892,98,240221,894,3000,49166,200,1008766,10,11620491,5
2015033,2015-03-24(二),二,"03,06,21,29,31,32",05,316147976,350190906,"云南2注,共2注。",2,10000000,93,169838,1502,3000,81349,200,1438796,10,11313787,5
2015034,2015-03-26(四),四,"12,13,17,18,20,27",13,319035578,372366860,"江苏1注,安徽1注,湖北1注,广东1注,云南1注,共5注。",5,8430978,201,106684,1431,3000,79449,200,1463997,10,7146039,5
2015035,2015-03-29(日),日,"01,08,09,22,24,33",03,354232116,356011799,"山西1注,辽宁2注,江苏1注,浙江3注,重庆1注,湖北1注,广东3注,陕西1注,共13注。",13,6360697,226,97837,1743,3000,81828,200,1447398,10,9811961,5
2015036,2015-03-31(二),二,"04,06,16,17,26,33",03,314978372,385090460,"上海1注,江苏1注,湖北1注,四川1注,甘肃1注,共5注。",5,8932993,122,201485,984,3000,52202,200,1029149,10,6466134,5
2015037,2015-04-02(四),四,"05,07,12,18,28,31",03,311121894,456745930,共0注。,0,0,232,102953,926,3000,64522,200,1312453,10,5620434,5
2015038,2015-04-05(日),日,"05,06,11,12,14,33",14,330881502,521569463,"海南1注,共1注。",1,10000000,81,307915,1054,3000,48596,200,985261,10,7926683,5
2015039,2015-04-07(二),二,"01,13,15,26,29,30",12,304495842,527688511,"内蒙古1注,吉林1注,浙江1注,安徽1注,湖南1注,广西1注,海南1注,共7注。",7,7136054,85,219887,1123,3000,61462,200,1173516,10,9408899,5
2015040,2015-04-09(四),四,"13,16,18,27,30,32",16,320385120,560707072,"上海1注,山东1注,湖北1注,深圳1注,共4注。",4,9819869,54,446284,915,3000,50742,200,1050194,10,7439196,5
2015041,2015-04-12(日),日,"04,09,11,17,21,25",06,355451862,505889468,"北京1注,天津3注,河北2注,上海2注,江苏1注,浙江1注,福建1注,山东2注,湖南1注,广东1注,宁夏1注,深圳1注,共17注。",17,5645612,226,60704,3130,3000,130528,200,1957119,10,12845504,5
2015042,2015-04-14(二),二,"09,10,19,21,23,32",08,328582874,445522068,"北京1注,河北1注,内蒙古1注,辽宁2注,上海1注,江苏5注,山东1注,湖南3注,广东1注,广西1注,四川1注,共18注。",18,5598638,138,97604,2630,3000,105899,200,1695189,10,12221287,5
2015043,2015-04-16(四),四,"11,12,15,24,26,27",15,333265010,437343962,"江苏1注,广西10注,共11注。",11,6547831,66,322464,1377,3000,65602,200,1224699,10,9734148,5
2015044,2015-04-19(日),日,"02,03,04,13,14,16",02,361973072,236303584,"北京1注,天津1注,内蒙古1注,黑龙江1注,上海2注,江苏2注,浙江16注,福建1注,江西2注,山东3注,湖北2注,湖南1注,广东3注,广西1注,云南2注,陕西1注,甘肃1注,深圳3注,共44注。",44,5156691,170,50694,4612,3000,150325,200,2158051,10,15482640,5
2015045,2015-04-21(二),二,"01,05,13,22,30,31",07,317791860,244649655,"江苏1注,安徽1注,山东1注,四川1注,贵州1注,共5注。",5,7425169,110,137793,1717,3000,74157,200,1283582,10,12454113,5
2015046,2015-04-23(四),四,"05,07,10,14,23,31",01,324849386,300076800,"吉林1注,福建1注,共2注。",2,10000000,81,310399,903,3000,47334,200,983994,10,7318186,5
2015047,2015-04-26(日),日,"02,03,20,24,26,27",09,353219880,259871028,"北京1注,江苏2注,浙江3注,福建4注,广东2注,共12注。",12,5599825,68,132314,1706,3000,90556,200,1648549,10,19474709,5
2015048,2015-04-28(二),二,"13,16,17,22,25,27",10,314318648,222018030,"浙江10注,湖南1注,广东2注,共13注。",13,5759356,61,202287,1310,3000,71645,200,1304390,10,14671010,5
2015049,2015-04-30(四),四,"07,12,14,17,20,23",05,304091626,213425469,"河北1注,安徽1注,山东5注,广东2注,共9注。",9,6471007,83,199383,1267,3000,63779,200,1173021,10,10904507,5
2015050,2015-05-03(日),日,"03,09,12,16,17,31",04,330490908,231625820,"黑龙江1注,浙江1注,广东1注,云南1注,共4注。",4,8472759,82,211753,1312,3000,63068,200,1156946,10,12873260,5
2015051,2015-05-05(二),二,"04,10,24,26,28,32",09,311895918,252880206,"山东2注,陕西1注,共3注。",3,9394471,107,154011,1493,3000,75965,200,1350021,10,10747944,5
2015052,2015-05-07(四),四,"02,04,11,16,25,26",12,312855530,203256114,"北京1注,河北1注,辽宁1注,上海1注,浙江5注,山东2注,湖北1注,湖南1注,广东1注,云南1注,陕西1注,甘肃1注,共17注。",17,5756703,85,189175,1759,3000,76691,200,1312696,10,11047442,5
2015053,2015-05-10(日),日,"03,07,17,22,32,33",10,337772948,209305224,"黑龙江2注,上海1注,安徽3注,福建1注,河南1注,陕西1注,共9注。",9,7062590,265,87562,1306,3000,64727,200,1177047,10,8811661,5
2015054,2015-05-12(二),二,"01,02,07,10,22,26",07,305342532,196780010,"辽宁1注,浙江1注,山东1注,河南3注,广东2注,甘肃1注,深圳1注,共10注。",10,6362719,82,207731,1068,3000,57775,200,1053818,10,11236934,5
2015055,2015-05-14(四),四,"01,10,15,18,19,28",02,308523870,208855998,"北京1注,黑龙江1注,海南2注,甘肃2注,共6注。",6,7550060,102,187504,1531,3000,69172,200,1236656,10,8776187,5
2015056,2015-05-17(日),日,"01,07,08,16,18,20",14,333455694,224467579,"安徽1注,湖南5注,广西1注,共7注。",7,7629173,120,191710,1013,3000,54439,200,1114748,10,9259589,5
2015057,2015-05-19(二),二,"09,20,24,25,26,32",04,298048220,254227996,"河南1注,云南1注,宁夏1注,新疆1注,共4注。",4,9523674,69,327802,879,3000,45904,200,939499,10,6871470,5
2015058,2015-05-21(四),四,"02,09,10,18,19,20",15,302422308,255306348,"辽宁1注,上海1注,江苏1注,江西1注,湖南2注,广东1注,深圳2注,共9注。",9,6861751,229,91461,1392,3000,71291,200,1247877,10,6699025,5
2015059,2015-05-24(日),日,"02,06,09,16,25,32",14,327035284,311068287,"山东1注,湖北1注,宁夏1注,共3注。",3,10000000,64,446676,627,3000,40764,200,875752,10,5421342,5
2015060,2015-05-26(二),二,"01,03,18,27,31,32",13,294398362,325336905,"山西1注,辽宁1注,浙江1注,湖北2注,共5注。",5,7855899,76,234860,877,3000,49789,200,962963,10,10127855,5
2015061,2015-05-28(四),四,"06,18,22,26,32,33",04,300873544,366514881,"河北1注,上海1注,江苏1注,共3注。",3,10000000,82,289341,767,3000,41903,200,845013,10,6678467,5
2015062,2015-05-31(日),日,"09,14,15,18,21,26",16,323470788,420456986,"北京1注,黑龙江1注,共2注。",2,10000000,88,280083,856,3000,48384,200,988314,10,7556654,5
2015063,2015-06-02(二),二,"01,07,09,16,22,32",12,291740962,425356078,"河北1注,浙江1注,湖北2注,湖南1注,四川1注,云南1注,共7注。",7,7072680,183,99103,1465,3000,64270,200,1089509,10,8453034,5
2015064,2015-06-04(四),四,"11,12,14,17,23,27",01,298850352,437144743,"辽宁1注,黑龙江1注,江西1注,山东1注,重庆1注,河南1注,深圳1注,共7注。",7,7430580,163,130475,1341,3000,72313,200,1361586,10,5852981,5
2015065,2015-06-07(日),日,"08,10,14,19,26,29",12,326011866,456496222,"福建3注,江西1注,广东3注,共7注。",7,7823453,127,194529,993,3000,61086,200,1260765,10,6624218,5
2015066,2015-06-09(二),二,"05,08,11,17,24,28",16,295073100,475169355,"北京1注,浙江3注,新疆1注,共5注。",5,8176228,255,77848,1239,3000,72273,200,1315663,10,6770377,5
2015067,2015-06-11(四),四,"02,05,08,24,25,31",14,296388770,460773196,"福建1注,重庆10注,四川2注,共13注。",13,6415492,163,141115,872,3000,49828,200,1006585,10,6115211,5
2015068,2015-06-14(日),日,"06,15,18,21,26,27",10,326767662,465249696,"辽宁1注,浙江1注,安徽1注,山东1注,四川1注,贵州2注,西藏1注,共8注。",8,7021659,188,107535,1509,3000,77972,200,1377268,10,9071142,5
2015069,2015-06-16(二),二,"01,13,17,18,23,30",15,292089158,470825144,"黑龙江1注,江苏4注,湖北1注,广东1注,广西1注,共8注。",8,7071611,108,191815,1213,3000,56591,200,1062501,10,6935403,5
2015070,2015-06-18(四),四,"01,07,13,19,21,29",15,294607168,497421825,"北京1注,河北1注,上海1注,山东1注,广东1注,共5注。",5,8752485,105,223362,977,3000,49974,200,1025342,10,5473229,5
2015071,2015-06-21(日),日,"08,18,20,28,29,31",08,308073950,440046866,"北京2注,吉林1注,江苏3注,浙江1注,安徽3注,广东4注,共14注。",14,5327923,121,47426,3562,3000,126439,200,1744852,10,14915858,5
2015072,2015-06-23(二),二,"01,03,05,20,21,31",05,293363242,453763345,"江苏1注,福建3注,湖南1注,共5注。",5,7815743,82,214614,1022,3000,53337,200,952196,10,10019806,5
2015073,2015-06-25(四),四,"01,02,17,22,26,27",04,293054328,471257280,"江苏2注,浙江1注,湖北1注,四川1注,共5注。",5,8090468,103,187528,1512,3000,64120,200,1110543,10,7573898,5
2015074,2015-06-28(日),日,"04,07,21,25,26,29",08,320107256,513223352,"浙江1注,四川1注,共2注。",2,10000000,79,261460,1332,3000,64594,200,1224396,10,9014473,5
2015075,2015-06-30(二),二,"06,11,13,19,21,32",04,292719690,565604258,"江苏1注,重庆1注,共2注。",2,10000000,88,274170,748,3000,42531,200,916484,10,5401946,5
2015076,2015-07-02(四),四,"01,09,10,19,23,27",09,294088268,493791571,"北京1注,河北1注,辽宁2注,江苏1注,浙江3注,福建1注,江西1注,山东1注,河南1注,湖南3注,贵州1注,新疆1注,共17注。",17,5282081,167,35893,2903,3000,112586,200,1646475,10,14487071,5
2015077,2015-07-05(日),日,"01,06,08,10,13,27",16,324775100,543815196,"广东1注,贵州2注,共3注。",3,10000000,63,423405,677,3000,41654,200,881121,10,6653724,5
2015078,2015-07-07(二),二,"03,07,20,22,26,29",02,291936416,577316625,"山东2注,甘肃1注,共3注。",3,10000000,139,152281,907,3000,58412,200,1196621,10,6402131,5
2015079,2015-07-09(四),四,"09,14,15,20,26,32",11,291775556,496467738,"浙江1注,福建2注,江西1注,山东2注,河南4注,湖南1注,广东2注,海南1注,四川3注,宁夏1注,共18注。",18,5184871,157,26494,2895,3000,101879,200,1472397,10,16509372,5
2015080,2015-07-12(日),日,"14,17,25,27,28,30",02,314150596,523386294,"上海1注,江苏1注,浙江1注,湖南1注,广西1注,四川1注,共6注。",6,8449609,122,212066,684,3000,43898,200,990619,10,5941543,5
2015081,2015-07-14(二),二,"13,20,22,26,28,31",13,278500218,532076736,"北京1注,河北2注,湖南1注,四川2注,共6注。",6,7344875,62,283654,992,3000,45265,200,881682,10,9054604,5
2015082,2015-07-16(四),四,"02,08,09,14,28,30",07,288017344,523423566,"浙江1注,山东2注,湖北2注,四川1注,共6注。",6,6293747,97,100032,2223,3000,86945,200,1392367,10,12866881,5
2015083,2015-07-19(日),日,"06,07,16,18,29,32",05,315704384,479827975,"天津1注,内蒙古1注,上海1注,江苏1注,浙江1注,湖北1注,贵州8注,陕西2注,宁夏1注,共17注。",17,5885655,235,80085,1620,3000,87665,200,1555877,10,8292524,5
2015084,2015-07-21(二),二,"15,18,20,22,28,29",15,281884996,524697570,"安徽1注,湖北1注,共2注。",2,10000000,69,313379,836,3000,45063,200,874427,10,6273196,5
2015085,2015-07-23(四),四,"02,08,25,27,28,29",05,285325214,562393449,"湖北1注,广西1注,甘肃1注,共3注。",3,10000000,100,225652,799,3000,46003,200,896327,10,5797461,5
2015086,2015-07-26(日),日,"05,06,08,16,18,22",12,308129834,566691000,"山西1注,黑龙江2注,湖南1注,广东1注,贵州1注,共6注。",6,7078639,115,135563,1726,3000,81522,200,1452114,10,10524178,5
2015087,2015-07-28(二),二,"09,15,16,19,20,28",11,280174514,610880852,"贵州1注,共1注。",1,10000000,136,132818,1399,3000,66025,200,1192732,10,7140611,5
2015088,2015-07-30(四),四,"02,12,20,24,29,31",09,287667610,582193066,"山西1注,山东1注,河南10注,广东1注,共13注。",13,6015726,41,402574,1441,3000,55112,200,1022282,10,9873340,5
2015089,2015-08-02(日),日,"12,14,19,27,28,29",01,311873350,625139856,"湖北1注,陕西1注,深圳1注,共3注。",3,10000000,94,258676,871,3000,42269,200,924263,10,7049224,5
2015090,2015-08-04(二),二,"10,12,14,22,25,33",15,282983042,680071900,"山东1注,新疆1注,共2注。",2,10000000,50,499546,558,3000,31431,200,724261,10,4709897,5
2015091,2015-08-06(四),四,"05,07,17,19,22,31",11,285818388,705046588,"福建1注,广东2注,广西1注,共4注。",4,9088608,105,194695,1122,3000,53360,200,1042572,10,6763025,5
2015092,2015-08-09(日),日,"09,15,19,21,26,27",01,318089362,735532810,"上海1注,浙江2注,重庆1注,广西1注,共5注。",5,9035361,359,70253,987,3000,67505,200,1358307,10,4986934,5
2015093,2015-08-11(二),二,"01,03,13,21,25,31",08,292493392,742351320,"上海1注,山东1注,深圳2注,共4注。",4,7438046,97,125672,1322,3000,65694,200,1169922,10,13151362,5
2015094,2015-08-13(四),四,"01,04,06,13,16,17",10,295713760,746713280,"吉林2注,山东2注,广东1注,共5注。",5,7135415,85,157015,1543,3000,76404,200,1345187,10,11630538,5
2015095,2015-08-16(日),日,"04,15,21,28,30,31",04,325059832,772938425,"浙江1注,云南1注,陕西2注,青海1注,共5注。",5,8725465,76,306370,909,3000,50844,200,982043,10,8685292,5
2015096,2015-08-18(二),二,"06,16,17,23,24,31",07,294260644,755803560,"上海1注,浙江1注,安徽1注,山东2注,河南1注,湖北3注,云南1注,共10注。",10,6195096,100,149387,1621,3000,66248,200,1106862,10,11050338,5
2015097,2015-08-20(四),四,"09,12,14,20,26,27",04,298570222,741136594,"河北1注,辽宁1注,吉林1注,浙江3注,福建1注,湖南1注,海南1注,云南1注,深圳1注,共11注。",11,6333323,827,22168,2244,3000,100867,200,1597241,10,6017758,5
2015098,2015-08-23(日),日,"06,09,13,26,27,33",01,329104206,792540978,"河北1注,贵州1注,陕西1注,共3注。",3,10000000,145,187136,814,3000,46200,200,954499,10,6298978,5
2015099,2015-08-25(二),二,"06,07,10,11,14,22",09,297598058,792191150,"北京1注,内蒙古1注,辽宁1注,浙江1注,云南1注,共5注。",5,6792739,91,123127,1852,3000,88452,200,1519445,10,12512740,5
2015100,2015-08-27(四),四,"02,03,11,17,19,21",08,302573068,821878422,"北京1注,福建1注,共2注。",2,10000000,107,154789,1725,3000,75620,200,1323448,10,9695525,5
2016001,2016-01-03(日),日,"06,13,16,18,20,22",13,388445976,1022461915,"辽宁1注,浙江1注,江西1注,湖南1注,广西1注,共5注。",5,9582130,154,185963,1333,3000,78260,200,1515613,10,8195629,5
2016002,2016-01-05(二),二,"09,14,17,20,24,30",16,343096096,1049581785,"江苏1注,福建1注,山东1注,河南1注,贵州1注,共5注。",5,8790536,231,102557,1432,3000,73976,200,1355966,10,8140564,5
2016003,2016-01-07(四),四,"01,10,14,23,26,28",01,351825302,1047367656,"辽宁1注,江苏1注,浙江3注,安徽2注,广东2注,海南1注,四川1注,甘肃1注,共12注。",12,6751087,170,154507,1393,3000,68455,200,1310007,10,7271818,5
2016004,2016-01-10(日),日,"08,10,17,22,25,33",12,376467244,1053582237,"浙江1注,安徽1注,河南4注,湖南1注,云南1注,陕西1注,共9注。",9,7069276,299,77857,1449,3000,74464,200,1381048,10,11660247,5
2016005,2016-01-12(二),二,"11,14,18,20,31,33",14,347622842,816820648,"江苏1注,福建2注,山东1注,广东1注,广西50注,甘肃1注,共56注。",56,5280769,55,357342,1274,3000,57419,200,1123860,10,13035089,5
2016006,2016-01-14(四),四,"13,16,18,20,28,31",12,357519610,880487026,"湖北1注,新疆1注,共2注。",2,10000000,93,299879,941,3000,54706,200,1103775,10,7765497,5
2016007,2016-01-17(日),日,"05,12,14,20,27,29",06,398316866,864189106,"河北1注,山西1注,内蒙古1注,江苏1注,安徽1注,重庆1注,河南1注,广东2注,贵州1注,深圳1注,共11注。",11,6279407,155,113495,2746,3000,125407,200,2078955,10,14139776,5
2016008,2016-01-19(二),二,"02,15,24,29,32,33",02,355411856,893240990,"山西1注,浙江1注,山东1注,湖北1注,湖南1注,共5注。",5,8931046,73,336562,1250,3000,63857,200,1196540,10,9477771,5
2016009,2016-01-21(四),四,"10,14,24,25,27,32",04,341116278,937517775,"上海1注,湖北1注,贵州1注,共3注。",3,10000000,71,348717,827,3000,48945,200,991696,10,9184860,5
2016010,2016-01-24(日),日,"02,04,12,14,19,25",06,359088730,922316332,"辽宁3注,山东5注,四川6注,共14注。",14,6423339,121,205854,1284,3000,67088,200,1278780,10,9252465,5
2016011,2016-01-26(二),二,"03,08,10,15,22,29",12,332990472,752133812,"辽宁1注,浙江28注,河南1注,湖北1注,湖南5注,广东1注,云南1注,陕西2注,甘肃1注,新疆2注,共43注。",43,5379006,232,87808,2133,3000,86312,200,1408582,10,8786345,5
2016012,2016-01-28(四),四,"07,12,14,16,27,32",15,336562836,800780176,"吉林1注,黑龙江1注,共2注。",2,10000000,87,263012,1144,3000,61131,200,1178910,10,9188000,5
2016013,2016-01-31(日),日,"07,12,21,22,26,31",01,370420948,860575404,"江苏2注,山东1注,共3注。",3,10000000,100,299317,998,3000,54580,200,1121679,10,7330500,5
2016014,2016-02-02(二),二,"02,08,10,18,20,27",07,321027466,667745460,"江苏40注,浙江2注,安徽1注,河南1注,广西1注,共45注。",45,5259960,113,129405,1982,3000,95657,200,1524660,10,11697676,5
2016015,2016-02-04(四),四,"01,02,14,22,25,26",07,346224370,692442990,"河北1注,浙江2注,广东1注,云南1注,共5注。",5,8614366,87,259652,1708,3000,58348,200,1096505,10,10306428,5
2016016,2016-02-14(日),日,"01,20,22,24,25,26",16,316931514,721026255,"吉林1注,黑龙江1注,安徽1注,云南2注,共5注。",5,8896964,91,267648,1006,3000,48339,200,961232,10,7114840,5
2016017,2016-02-16(二),二,"05,06,08,20,22,30",05,293890064,698821392,"内蒙古1注,江苏5注,浙江1注,江西1注,湖北1注,广东1注,贵州1注,甘肃1注,共12注。",12,6145307,189,90897,1514,3000,71890,200,1324486,10,8624565,5
2016018,2016-02-18(四),四,"12,13,14,17,21,25",04,316712952,725711885,"浙江1注,安徽1注,山东1注,四川1注,新疆1注,共5注。",5,8773854,81,291192,1029,3000,51325,200,1037102,10,7423994,5
2016019,2016-02-21(日),日,"06,13,16,17,23,30",10,354746834,497880207,"北京1注,辽宁1注,吉林2注,黑龙江2注,上海1注,江苏2注,浙江6注,安徽3注,福建1注,山东4注,河南4注,湖北6注,湖南5注,广东3注,四川4注,云南1注,陕西2注,甘肃2注,深圳1注,共51注。",51,5193713,231,53459,4853,3000,126171,200,1625989,10,13675169,5
2016020,2016-02-23(二),二,"01,02,10,12,22,24",10,317041006,540251214,"浙江2注,山东1注,共3注。",3,10000000,109,221318,1150,3000,52451,200,988407,10,7006228,5
2016021,2016-02-25(四),四,"09,11,13,22,24,26",05,330776764,567576885,"黑龙江1注,上海1注,江苏1注,贵州1注,新疆1注,共5注。",5,8805503,172,138281,1083,3000,58941,200,1117567,10,8146031,5
2016022,2016-02-28(日),日,"04,09,19,22,23,30",07,370206784,574633808,"吉林1注,江苏2注,安徽1注,湖北1注,四川3注,共8注。",8,7138951,163,131224,1666,3000,80637,200,1441047,10,12061480,5
2016023,2016-03-01(二),二,"03,06,10,19,25,29",07,337590682,552702346,"天津1注,河北1注,黑龙江1注,江苏1注,江西6注,山东1注,重庆1注,河南1注,广东1注,共14注。",14,6248533,235,92975,1503,3000,87464,200,1576716,10,8050626,5
2016024,2016-03-03(四),四,"02,05,07,14,18,31",13,344808140,551044179,"上海1注,江苏1注,浙江1注,安徽1注,重庆1注,河南1注,湖南1注,广西2注,共9注。",9,6751185,157,125483,2255,3000,92674,200,1584972,10,9800626,5
2016025,2016-03-06(日),日,"04,11,12,17,24,30",12,379126514,497263041,"辽宁1注,吉林1注,江苏2注,浙江2注,湖北1注,湖南1注,广东5注,广西1注,四川1注,陕西3注,宁夏1注,共19注。",19,5788878,420,44609,3139,3000,118891,200,1852932,10,11820812,5
2016026,2016-03-08(二),二,"04,09,12,28,30,33",01,329158276,573762988,共0注。,0,0,77,331168,638,3000,43195,200,942387,10,7862151,5
2016027,2016-03-10(四),四,"11,13,15,17,19,31",05,337818690,607947604,"上海1注,浙江1注,河南1注,陕西1注,共4注。",4,9925874,213,115630,1045,3000,53910,200,1054964,10,8509406,5
2016028,2016-03-13(日),日,"06,08,12,21,25,29",01,370238316,639478896,"辽宁3注,吉林2注,浙江1注,深圳1注,共7注。",7,8456171,282,107239,1144,3000,71932,200,1492135,10,5542206,5
2016029,2016-03-15(二),二,"12,15,18,20,21,27",15,347727124,673974740,"上海1注,安徽3注,江西1注,共5注。",5,9326970,99,273167,935,3000,55598,200,1160246,10,7336992,5
2016030,2016-03-17(四),四,"10,14,19,22,25,29",12,351985986,202797966,"北京1注,天津6注,河北4注,山西2注,吉林1注,黑龙江2注,上海2注,江苏2注,浙江12注,福建1注,江西4注,山东10注,重庆1注,河南11注,湖北4注,湖南3注,广东12注,广西3注,海南1注,四川2注,贵州5注,云南7注,陕西1注,新疆1注,共98注。",98,5069845,552,15500,7016,3000,188032,200,2196561,10,11525793,5
2016031,2016-03-20(日),日,"03,08,10,19,26,33",03,385818800,190281234,"北京2注,吉林1注,黑龙江1注,浙江2注,安徽2注,江西1注,重庆1注,河南1注,湖南1注,深圳1注,共13注。",13,6468063,191,124900,2037,3000,85511,200,1486816,10,11109144,5
2016032,2016-03-22(二),二,"08,12,14,15,21,27",15,339342300,228889010,"河北1注,浙江1注,福建1注,湖南1注,四川1注,共5注。",5,9626020,154,187744,819,3000,56948,200,1142412,10,5071300,5
2016033,2016-03-24(四),四,"06,17,18,20,27,29",15,338637474,296662312,"广东1注,甘肃1注,共2注。",2,10000000,119,245863,674,3000,53382,200,1218467,10,4803644,5
2016034,2016-03-27(日),日,"03,15,21,22,23,28",15,380415644,388316232,"湖北1注,共1注。",1,10000000,107,316678,814,3000,45355,200,1029356,10,5811709,5
2016035,2016-03-29(二),二,"04,13,19,20,26,29",11,343407218,378328346,"河北1注,山西1注,辽宁2注,浙江1注,山东2注,重庆1注,广东2注,甘肃1注,共11注。",11,6488004,187,109412,1918,3000,89212,200,1491609,10,9583365,5
2016036,2016-03-31(四),四,"03,04,07,09,20,22",03,348368584,439352386,"北京1注,湖南1注,共2注。",2,10000000,116,232827,1177,3000,58424,200,1144741,10,7201068,5
2016037,2016-04-03(日),日,"06,15,26,31,32,33",16,350165940,494817840,"上海1注,湖南1注,新疆1注,共3注。",3,10000000,97,293695,982,3000,49722,200,967238,10,7012918,5
2016038,2016-04-05(二),二,"03,12,13,22,28,29",03,325081790,530930396,"北京1注,江苏1注,湖南1注,新疆1注,共4注。",4,10000000,182,139400,1086,3000,63557,200,1216047,10,5935358,5
2016039,2016-04-07(四),四,"01,03,07,18,19,27",16,335090614,568328305,"山西1注,辽宁1注,浙江1注,山东1注,陕西1注,共5注。",5,9538029,189,150067,890,3000,51845,200,1104032,10,5332867,5
2016040,2016-04-10(日),日,"03,13,19,20,23,26",03,365246422,568128108,"吉林1注,上海1注,浙江1注,安徽1注,福建1注,江西1注,河南1注,广东2注,四川2注,陕西1注,共12注。",12,6812115,167,162764,1532,3000,70765,200,1276160,10,7746646,5
2016041,2016-04-12(二),二,"12,17,18,21,22,24",04,330501352,612243516,"北京1注,重庆1注,云南1注,共3注。",3,10000000,98,252093,1026,3000,56247,200,1158668,10,7442207,5
2016042,2016-04-14(四),四,"07,14,17,23,26,31",09,334864386,589832826,"辽宁1注,黑龙江1注,江苏2注,安徽2注,江西4注,广东1注,共11注。",11,6077332,129,114831,1957,3000,85062,200,1342237,10,13704894,5
2016043,2016-04-17(日),日,"05,14,20,26,30,33",12,364494720,605438772,"浙江1注,江西1注,湖南1注,广东1注,四川1注,宁夏1注,共6注。",6,7763996,88,235567,1221,3000,63419,200,1205590,10,13455961,5
2016044,2016-04-19(二),二,"01,03,10,12,18,30",01,335979238,632010456,"河北1注,上海1注,湖北1注,广东1注,贵州1注,陕西1注,共6注。",6,8428587,147,174927,1044,3000,57450,200,1154242,10,7121559,5
2016045,2016-04-21(四),四,"04,09,12,17,30,32",03,336323174,696734182,"河南1注,共1注。",1,10000000,86,289626,921,3000,51050,200,1046608,10,8345528,5
2016046,2016-04-24(日),日,"07,20,25,26,27,30",14,364459490,779578465,共0注。,0,0,90,306830,898,3000,55777,200,1159252,10,8536837,5
2016047,2016-04-26(二),二,"02,05,08,15,17,22",16,324937604,806292000,"山东1注,贵州1注,云南1注,陕西1注,深圳1注,共5注。",5,8760984,172,136663,1350,3000,70222,200,1372781,10,6674520,5
2016048,2016-04-28(四),四,"03,08,13,14,15,30",04,329538828,830538816,"山西1注,安徽1注,福建1注,重庆1注,湖北1注,西藏1注,共6注。",6,8287686,115,214414,1269,3000,59921,200,1130958,10,7148533,5
2016049,2016-05-01(日),日,"06,08,13,14,22,27",10,330279014,796447605,"天津5注,吉林1注,江西1注,湖南1注,广东4注,四川2注,陕西1注,共15注。",15,5991728,172,108109,1678,3000,78422,200,1358503,10,10630729,5
2016050,2016-05-03(二),二,"09,12,24,28,29,30",02,308889140,823767052,"上海1注,浙江1注,安徽1注,河南1注,共4注。",4,9301768,116,185421,1167,3000,68312,200,1379374,10,6872635,5
2016051,2016-05-05(四),四,"01,02,04,09,15,33",12,324257380,872097902,"河北1注,江苏1注,共2注。",2,10000000,58,392706,761,3000,44797,200,929564,10,9448055,5
